,Total Return,CAGR,Sharpe,MaxDD
Original,36.70983350845316,0.40045444032829813,1.3686792326504422,-0.28874832324160105
Bull Only,22.179160146379854,0.33862382115808853,1.211119919676332,-0.3944076370936058
