,Total Return,CAGR,Sharpe,MaxDD,Win Rate,Profit Factor
Baseline,37.708294402725365,0.4038542590623355,1.377718366972348,-0.2845023769417748,0.7213114754098361,4.019299766633433
FactorTimed,81.2350067961795,0.5055170429211591,1.2879317528768637,-0.36761935533483825,0.7213114754098361,5.044650453757079
