Price,Close,High,Low,Open,Volume,Return,SMA20,SMA50,Signal,Strategy_Return,Market_Cumulative,Strategy_Cumulative
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,
Date,,,,,,,,,,,,
2022-03-29,175.18084716796875,175.22977935165113,172.6161644453855,172.95877935054617,100589400,0.01913431409675659,160.8578369140625,162.92790802001954,0,0.0,0.9844954207269794,1.0
2022-03-30,174.01600646972656,175.8171473086946,172.9685946624538,174.77953388921446,92633200,-0.006649361029321343,161.40650329589843,163.08817321777343,0,-0.0,0.9779491552428521,1.0
2022-03-31,170.92266845703125,174.2704447075952,170.71709656651754,174.0844546486926,103049300,-0.017776169419411736,161.81665267944337,163.2563739013672,0,-0.0,0.9605649653756846,1.0
2022-04-01,170.6290283203125,171.18699858724577,168.30908127405286,170.35494237968112,78751300,-0.0017179707020111845,162.3618896484375,163.45233276367188,0,-0.0,0.9589147429077908,1.0
2022-04-04,174.6718292236328,174.72077634534207,170.75629847192283,170.88355800105404,76468400,0.02369351184331303,163.2986801147461,163.77020782470703,0,0.0,0.9816348007256039,1.0
2022-04-05,171.36317443847656,174.53475923368862,170.7366902126206,173.75165021722813,73401800,-0.018942120202566692,164.16107559204102,164.03735626220703,1,-0.0,0.963040556335237,1.0
2022-04-06,168.201416015625,169.9634078617043,166.537318414103,168.7202226513366,89058800,-0.01845062939112807,164.59569931030273,164.2772476196289,1,-0.01845062939112807,0.9452718519416697,0.9815493706088719
2022-04-07,168.50485229492188,169.69909027693134,166.26321768469555,167.5455515170426,77594700,0.0018040054981980358,165.26231689453124,164.5249673461914,1,0.0018040054981980358,0.9469771275598643,0.9833200910702031
2022-04-08,166.4981231689453,168.15243700693318,165.6269183292227,168.15243700693318,76575500,-0.011909028723186776,166.01409530639648,164.7417419433594,1,-0.011909028723186776,0.935699549747553,0.9716097038615614
2022-04-11,162.24981689453125,165.46055114101816,162.0050962053992,165.14731642594322,72246700,-0.025515640618382962,166.75462036132814,164.65632019042968,1,-0.025515640618382962,0.9118245763094117,0.9468184598364964
2022-04-12,164.1194610595703,166.28278325109693,163.1209966207163,164.47185939466212,79265200,0.011523243605596312,167.36984786987304,164.52128112792968,1,0.011523243605596312,0.9223317530277947,0.9577288795994678
2022-04-13,166.8015899658203,167.42807423573976,163.24825626550125,163.8551587010773,70618900,0.01634254029920612,167.898934173584,164.44320831298828,1,0.01634254029920612,0.9374049968708889,0.9733806024100357
2022-04-14,161.79949951171875,167.65322825491936,161.55477886000992,167.01694559853848,75329400,-0.029988266029877475,168.12750320434571,164.24104400634766,1,-0.029988266029877475,0.9092938464469882,0.9441906059566411
2022-04-18,161.5841827392578,163.08187215208477,160.1158586140106,160.45845861462905,69023900,-0.0013307629078626038,168.18085327148438,164.09205871582031,1,-0.0013307629078626038,0.9080837919237889,0.9429341121202817
