,0
rank_vol63,0.14406723579809708
mom126,0.12839434017500903
vol63,0.11599820706913945
rank_mom126,0.11452908138405196
rank_mom63,0.0688063678982643
vol21,0.06619955925276538
mom63,0.06031062343524202
rank_vol21,0.05581880792534181
rank_mom21,0.05030836144688777
ema_slope,0.04909109209335513
rank_rsi14,0.048065281748624865
rsi14,0.04370598731818456
mom21,0.030317973763527708
ema_distance,0.024387080691508897
